image_path,description
dataset/data_training/pakaian_adat_Bali/bali_13.jpg,"This image features a stunning Balinese bride and groom dressed in traditional ceremonial attire. The bride is wearing a deep maroon and gold Kebaya, intricately designed with golden embroidery and a golden sash around her waist. Her Sanggul headpiece, made of gold and adorned with bright red and yellow accents, is a key element of Balinese bridal fashion, symbolizing elegance and nobility. The bride’s golden jewelry, including necklaces, bracelets, and earrings, further enhance her royal look. She also holds a fan decorated with traditional Balinese designs. The groom's attire consists of a golden ceremonial jacket and a batik sarong with rich patterns, complemented by a keris (ceremonial dagger) on his side, which represents strength and protection. Together, the couple’s attire beautifully reflects the regal and spiritual significance of Balinese weddings."
dataset/data_training/pakaian_adat_Bali/bali_14.jpg,"This Balinese woman is dressed in traditional attire, typically worn during ceremonial offerings or special cultural events. She wears a yellow lace Kebaya, an elegant piece adorned with delicate patterns, which signifies grace and beauty. The batik sarong features intricate motifs in blue, purple, and gold, symbolizing prosperity and nobility. The outfit is complemented with a golden sash, which adds to the richness of the look. She holds a traditional silver basket filled with offerings of flowers and incense, a common practice in Balinese Hindu rituals, reflecting devotion and respect for the divine. Her accessories, including golden earrings and a golden brooch, complete the ensemble, highlighting her spiritual connection to the cultural heritage of Bali."
dataset/data_training/pakaian_adat_Bali/bali_15.jpg,"The woman is wearing a green and gold Kebaya that is intricately embroidered with delicate floral patterns, symbolizing both beauty and strength. The golden sash around her waist, combined with golden jewelry such as earrings and a ring, enhances her regal appearance. The deep purple batik sarong with rich patterns signifies prosperity, while the golden brooch at her waist adds an elegant touch. The woman’s hairstyle, featuring a flower behind her ear, and the traditional Sanggul headpiece, which is adorned with golden elements, completes the look. This traditional Balinese attire exemplifies the cultural significance and the deep connection to Balinese heritage, which is celebrated through these intricate and symbolic garments."
dataset/data_training/pakaian_adat_Bali/bali_16.jpg,"This image, the woman is wearing a traditional Balinese outfit that combines elegance with cultural richness. She wears a red velvet jacket with a peplum design, which is a modern twist on traditional Balinese attire. The golden brooch on her chest adds a regal touch, with its intricate design symbolizing power and grace. The batik sarong she wears is adorned with detailed patterns, reflecting the traditional Balinese craftsmanship, with motifs representing prosperity and beauty. Her accessories include a pair of golden earrings and a traditional fan, completing her graceful appearance. This outfit exemplifies the fusion of modern style with traditional Balinese elements."
dataset/data_training/pakaian_adat_Bali/bali_17.jpg,"This Balinese woman is dressed in a traditional yellow lace Kebaya, a bright and vibrant choice often worn for ceremonial occasions. The lace fabric is finely embroidered, giving the outfit an elegant, delicate look. She pairs the Kebaya with a batik sarong in warm tones of brown, orange, and red, featuring traditional patterns that represent the island’s cultural heritage. A golden brooch at her waist adds a regal touch, while her accessories, including golden earrings and a bracelet, enhance her overall refined appearance. This traditional attire highlights the beauty and grace of Balinese fashion, especially for ceremonial events like weddings or temple offerings."
dataset/data_training/pakaian_adat_Bali/bali_18.jpg,"This image, the woman wears a stunning maroon sheer jacket paired with a batik sarong. The jacket has a lace finish, adding a touch of elegance to the outfit, while the golden flower brooch at her waist gives it a royal flair. The sarong is decorated with colorful patterns, combining traditional Balinese designs that symbolize prosperity and beauty. The woman accessorizes with a matching flower hairpin and golden jewelry, including earrings and bracelets, which complement the traditional Balinese aesthetic. This outfit represents the harmony of tradition and modern style, suitable for a variety of cultural events and ceremonies in Bali."
dataset/data_training/pakaian_adat_Bali/bali_19.jpg,"This image features a Balinese couple dressed in traditional attire for a ceremonial occasion. The woman is wearing a white Kebaya with lace detailing and a vibrant yellow batik sarong, symbolizing joy and prosperity. She has adorned her hair with a yellow frangipani flower, adding a traditional touch, while the orange sash at her waist adds an accent of color and elegance. The flower basket she holds is a common accessory in Balinese ceremonies, used for offerings to the gods. The man is dressed in a white traditional Balinese shirt and a batik sarong in earthy tones, paired with a headpiece called a udeng and a keris (ceremonial dagger) tucked into his waist. This attire represents the balance of spirituality and tradition in Balinese culture."
dataset/data_training/pakaian_adat_Bali/bali_20.jpg,"This image shows a Balinese couple dressed in ceremonial wedding attire. The bride is dressed in an elaborate red and gold Kebaya, which features intricate gold embroidery and patterns, and she is adorned with a golden belt. Her Sanggul headpiece is ornate, adorned with golden flowers and jewels, reflecting her beauty and status in the ceremony. She also holds a traditional fan, a common accessory during Balinese weddings. The groom wears a bright red jacket with golden accents, a batik sarong, and a keris (ceremonial dagger) at his side, representing his authority and strength. This couple’s attire is a vibrant and regal display of Balinese cultural pride."
dataset/data_training/pakaian_adat_Bali/bali_21.jpg,"This image captures a woman in a Balinese traditional outfit featuring a green lace Kebaya, which is intricately designed with floral embroidery that signifies elegance and grace. She pairs the Kebaya with a batik sarong that has rich patterns in brown, orange, and red, symbolizing warmth, beauty, and cultural heritage. A green sash cinches her waist, adding a complementary pop of color. Her accessories include golden jewelry, such as earrings and a brooch, which enhance the traditional look. This outfit, worn for cultural events or ceremonies, highlights the beauty of Balinese traditional dress, combining both cultural symbolism and modern flair."
dataset/data_training/pakaian_adat_Bali/bali_22.jpg,"The man is dressed in a white traditional Balinese shirt that is clean and simple, reflecting the minimalist style often seen in daily attire or ceremonial dress. He pairs this with a batik sarong in earthy brown tones, featuring intricate patterns, which is symbolic of Bali's deep cultural heritage. His udeng (headpiece), typically made of cloth and worn by men during formal or ceremonial events, adds an extra layer of cultural significance. The golden brooch on his shirt adds a subtle touch of luxury. His outfit is perfect for more casual, yet respectful, occasions such as family gatherings or temple visits."
dataset/data_training/pakaian_adat_Bali/bali_23.jpg,"This image features a couple dressed in formal Balinese wedding attire. The bride wears a white Kebaya, a traditional blouse with lace detailing, symbolizing purity and grace. The golden belt around her waist adds a touch of royalty to her outfit. She completes her look with a Sanggul headpiece, adorned with gold and red, which is characteristic of Balinese bridal attire. The groom is dressed in a white ceremonial jacket and a batik sarong with royal purple and gold patterns, along with a keris (ceremonial dagger) at his side, signifying power and authority. The couple’s coordinated attire exudes elegance and cultural depth, representing their status during a traditional Balinese wedding ceremony."
dataset/data_training/pakaian_adat_Bali/bali_24.jpg,"The couple and groom in this photo are dressed in the traditional Balinese wedding attire, which is rich in symbolism and cultural beauty. The bride wears a purple and gold Kebaya adorned with golden jewelry, including armlets, a necklace, and a golden belt, highlighting her royal appearance. Her Sanggul headpiece, made from intricate gold details and decorated with vibrant jewels, is a signature element of Balinese bridal attire. The groom wears a golden jacket paired with a batik sarong featuring purple and gold patterns, representing wealth and status. His keris is an essential part of his outfit, symbolizing his strength and protection. This outfit combination is the epitome of a regal Balinese wedding, marked by both elegance and cultural significance."
dataset/data_training/pakaian_adat_Bali/bali_25.jpg,"This image features a couple dressed in traditional Balinese wedding attire. The bride wears a stunning white lace Kebaya, which is intricately designed to symbolize purity and grace. The golden sash around her waist complements the rich details of the batik sarong she is wearing, which features delicate floral patterns in yellow and red. Her headpiece, a Sanggul, is adorned with golden flowers and bright red accents, adding a regal touch to her appearance. The groom’s attire includes a golden jacket with intricate embroidery, paired with a batik sarong in matching colors and a traditional keris (ceremonial dagger) tucked into his waist. The couple’s attire, with its combination of white, gold, and rich patterns, reflects both the elegance and cultural significance of a Balinese wedding ceremony."
dataset/data_training/pakaian_adat_Bali/bali_26.jpg,"This image captures a woman wearing a traditional green lace Kebaya paired with a batik sarong. The lace Kebaya is beautifully embroidered with floral patterns, representing grace and elegance. Her golden sash at the waist accentuates the traditional beauty of the attire. The batik sarong is rich in earthy colors with intricate designs, symbolizing prosperity and cultural heritage. The woman’s accessories, such as the golden brooch at her waist, earrings, and golden bracelets, add a regal touch to her look. Her hairstyle, adorned with a flower hairpin, enhances the traditional Balinese aesthetic, making her outfit perfect for ceremonial or formal occasions."
dataset/data_training/pakaian_adat_Bali/bali_27.jpg,"This image Balinese woman is dressed in traditional wedding attire, which exudes elegance and cultural symbolism. She wears a red top with gold accents, paired with a batik sarong in earthy tones, featuring intricate patterns that reflect the beauty and prosperity of Balinese culture. Her Sanggul headpiece is grand and ornate, decorated with golden flowers, red roses, and delicate yellow accents, symbolizing both beauty and strength. The traditional fan she holds features Balinese motifs and adds a finishing touch to her royal appearance. Her golden jewelry, including rings, bracelets, and earrings, enhances the beauty of the ensemble, making it a perfect representation of Balinese bridal fashion."
dataset/data_training/pakaian_adat_Bali/bali_28.jpg,"This image shows a woman wearing traditional Balinese attire that combines grace with cultural elegance. She is dressed in a white lace Kebaya, a delicate garment symbolizing purity and elegance, which is typical for ceremonial occasions in Bali. Her pink batik sarong is intricately designed with floral patterns, representing both beauty and the richness of Balinese culture. The golden brooch at her waist adds a touch of royalty and ties together the traditional look. Her accessories, including earrings and the flower hairpin in her hair, complete the outfit, giving her a regal and refined appearance. This attire is often worn during cultural or religious ceremonies, representing respect and elegance."
dataset/data_training/pakaian_adat_Bali/bali_29.jpg,"This image, a Balinese couple is dressed in traditional wedding attire. The woman wears a white lace Kebaya adorned with intricate patterns, paired with a batik sarong that features brown and gold tones, symbolizing prosperity and elegance. A golden brooch at her waist adds a touch of refinement. Her hairstyle is complemented by a flower hairpin, making her look graceful and poised. The man’s attire consists of a white traditional shirt, a batik sarong with golden floral patterns, and a keris (ceremonial dagger) tucked into his waistband. His udeng (headpiece) completes the traditional look. This attire reflects the cultural and spiritual values of Bali, especially during ceremonial events such as weddings."
dataset/data_training/pakaian_adat_Bali/bali_30.jpg,"This image features a woman dressed in a golden lace Kebaya, which is richly embroidered with floral patterns, reflecting the beauty and elegance of Balinese traditional dress. The green sash around her waist adds contrast and enhances the overall regal look of the outfit. She pairs the Kebaya with a batik sarong in rich brown and orange tones, decorated with intricate patterns that represent the island's cultural heritage. The golden brooch at her waist adds a finishing touch, emphasizing her status and grace. The woman also wears golden earrings and has a flower in her hair, completing her look with a traditional and festive touch. This outfit is typically worn for formal occasions or cultural ceremonies, representing the sophistication of Balinese culture."
dataset/data_training/pakaian_adat_Bali/bali_31.jpg,"The woman in this image is dressed in a traditional Balinese attire, featuring a yellow lace Kebaya, which is finely embroidered with floral patterns. The bright yellow color symbolizes warmth and joy, and the lacework adds an elegant touch. Her batik sarong is designed with dark blue and orange patterns, representing the richness of Balinese culture and the connection to nature. She is holding a silver offering basket, filled with flowers and incense, commonly used in Balinese Hindu rituals to make offerings to the gods. Her golden brooch at the waist and golden earrings add refinement to the look, while her hairstyle, enhanced by a flower hairpin, completes her elegant appearance. This attire is typically worn during cultural ceremonies, showcasing the beauty of Balinese traditional fashion."
dataset/data_training/pakaian_adat_Bali/bali_32.jpg,"This image a group of six women are dressed in traditional Balinese attire, each wearing a lace Kebaya that is beautifully embroidered with different colors such as red, green, and yellow, adding vibrancy to the ensemble. The batik sarongs worn by the women are detailed with various traditional patterns, representing prosperity and harmony. Each woman has a colorful sash tied at her waist, which helps define the attire and adds a pop of color. Accessories such as golden brooches and earrings are used to further elevate their look. The overall ensemble is complemented by the women’s hairstyles, adorned with flowers to symbolize beauty and grace, which are essential elements in Balinese cultural events like weddings or temple ceremonies."
dataset/data_training/pakaian_adat_Bali/bali_33.jpg,"This image features a man dressed in a white Balinese ceremonial shirt, which is simple yet elegant, paired with a batik sarong in dark purple and gold, designed with intricate traditional patterns. The keris (ceremonial dagger) hanging from his waist is a significant accessory, symbolizing strength and protection, and is often worn during formal or sacred events. His udeng, a headpiece worn by Balinese men during ceremonial occasions, is made from patterned cloth, reflecting cultural pride. The overall look is refined, with a balance of simplicity and elegance, reflecting the man’s connection to Balinese traditions. This traditional outfit is perfect for formal events like weddings, temple visits, or religious ceremonies."
dataset/data_training/pakaian_adat_Bali/bali_34.jpg,"This image showcases two women in traditional Balinese attire, both wearing a delicate white lace Kebaya. The lacework on the Kebaya is intricately designed with floral patterns that symbolize grace and beauty. They each have a golden belt around their waist, adorned with a large, circular golden buckle which adds elegance and structure to their outfit. The women are wearing batik sarongs, which are designed with intricate patterns in brown and gold tones, representing the richness of Balinese culture. One woman is holding a fan, while the other holds a traditional Balinese umbrella, both of which are commonly used in ceremonial settings. Their hairstyles are adorned with yellow flowers, further accentuating the traditional and regal appearance. This ensemble is perfect for formal events or cultural ceremonies, showcasing the elegance and grace of Balinese fashion."
dataset/data_training/pakaian_adat_Bali/bali_35.jpg,"This image a woman is elegantly dressed in a traditional yellow lace Kebaya. The Kebaya is beautifully detailed with floral lace patterns that highlight the woman's graceful posture. She is wearing a golden belt around her waist, which is a key accessory in Balinese fashion, symbolizing nobility and elegance. Her batik sarong is rich in earthy tones with vibrant green, gold, and red patterns that represent the island’s deep cultural heritage. The golden accessories, such as a brooch and earrings, add a regal touch to the outfit. Her hairstyle is adorned with golden flowers, further enhancing the elegance of her look. This attire is perfect for formal ceremonies and traditional Balinese rituals, where beauty, elegance, and cultural symbolism are deeply valued."
dataset/data_training/pakaian_adat_Bali/bali_36.jpg,"This image features a woman dressed in a white Balinese top, which is simple yet elegant, paired with a batik sarong in rich earthy tones, featuring intricate tribal patterns. The woman wears a green sash at her waist, accentuating the vibrant colors of the sarong and adding an element of contrast. Her accessories include golden earrings and a flower hairpin in her hair, which reflect the customary adornment in Balinese culture. The fan in her hand is a traditional accessory often used in ceremonial and cultural settings, symbolizing grace and beauty. The natural backdrop of the rice fields and the Balinese umbrella in the background provide a serene setting that complements the traditional beauty of the attire. This ensemble is perfect for festive or cultural occasions in Bali, representing the island’s rich heritage and its deep connection to nature."
dataset/data_training/pakaian_adat_Bali/bali_37.jpg,"This image features two women wearing traditional Balinese clothing, perfect for both ceremonial and casual wear. The women are dressed in intricately designed kebaya blouses made of lace, which are paired with kain songket, a type of woven fabric that is used in Balinese dress. Their belts, made of ikat fabric, cinch at the waist, holding the attire together. The accessories include golden brooches on their belts and fresh flowers in their hair. The elegant fan adds to their traditional look, enhancing the regal quality of their dress. This style is commonly seen during festive occasions or temple ceremonies, reflecting the cultural richness and artistry of Bali."
dataset/data_training/pakaian_adat_Bali/bali_38.jpg,"This a group of women is shown performing a Balinese prayer ceremony, dressed in traditional attire that reflects Balinese spirituality. The women are wearing kebaya putih, a white lace blouse, which is a staple for religious ceremonies in Bali. Their attire includes brightly colored sashes (selendang), such as yellow, red, and green, which are tied at the waist. They hold offerings of flowers in baskets, typical of the Balinese offering ceremony called canang sari. Their hair is decorated with frangipani flowers, symbolizing purity and respect, and they wear delicate jewelry that complements the cultural setting. This attire is commonly worn during religious rites and is a symbol of respect towards the gods."
dataset/data_training/pakaian_adat_Bali/bali_39.jpg,"This a woman poses in a stunning red kebaya made of fine lace, paired with a traditional kain batik skirt, which has intricate patterns typical of Balinese artistry. She wears a white selendang (sash) tied around her waist, adding elegance and contrast to her attire. The accessories in her hair, including a golden flower ornament, and the delicate necklace, further accentuate her graceful and refined appearance. This outfit is ideal for traditional ceremonies such as weddings or temple celebrations. It showcases the perfect fusion of Balinese elegance and cultural heritage."
dataset/data_training/pakaian_adat_Bali/bali_40.jpg,"This image shows a beautiful Balinese woman wearing a traditional kebaya paired with a sarong adorned with intricate gold patterns. The kebaya is made of delicate lace with long sleeves and a soft, off-white color, enhancing the elegance of the outfit. Around her waist, she wears a kencir (a golden waist belt), typical of Balinese formal attire. Her hair is styled in a neat bun, complemented with a frangipani flower placed on one side, adding a soft touch of nature. This outfit is often worn during ceremonial occasions, showcasing the grace and cultural richness of Bali."
dataset/data_training/pakaian_adat_Bali/bali_41.jpg,"This image two women are dressed in modern interpretations of Balinese attire, with a mix of traditional and contemporary elements. They both wear long sarongs with intricate gold and colored batik patterns, and kebayas made from lace. The one on the left is wearing a deep navy lace kebaya, while the other opts for a black version. Each of them has a bright sash (either red or yellow), which is a typical accessory for Balinese women. The delicate gold kencir on their waists holds the sarong in place and adds an element of sophistication to the traditional outfit. This style of dressing is not only a fashion statement but also a way to honor Balinese culture, especially during social events and religious ceremonies."
dataset/data_training/pakaian_adat_Bali/bali_42.jpg,"The woman is dressed in an elegant Balinese kebaya made from intricate lace in a vibrant green color. She pairs it with a sarong decorated with beautiful floral embroidery, symbolizing the deep connection between the people and nature in Bali. The golden kencir around her waist is a key part of Balinese attire, adding a touch of luxury and tradition. Her hair is styled in a classic updo with flowers pinned in, and her serene expression reflects the grace typical of Balinese dress. This attire is often worn during ceremonial or festive occasions and represents not only the artistic heritage of Bali but also the values of respect and beauty."
dataset/data_training/pakaian_adat_Bali/bali_43.jpg,"The woman is wearing the traditional Balinese costume, featuring a yellow lace kebaya, which is the typical blouse worn for ceremonial occasions in Bali. Her dress is paired with a pink sarong wrapped with a golden belt that is often used in Balinese fashion. The intricate golden belt is a key accessory that adds elegance to the outfit. She is holding a traditional offering basket, a ""canang,"" which is used in religious ceremonies. Her hair is adorned with a yellow flower, which is a symbol of beauty and spirituality in Balinese culture. This attire is typically worn during religious rituals, symbolizing respect and devotion."
dataset/data_training/pakaian_adat_Bali/bali_44.jpg,"The woman is wearing a deep purple lace kebaya, paired with a traditional Balinese sarong featuring gold accents. The combination of the lace and the sarong is quintessential Balinese attire, often seen during temple ceremonies or other cultural events. The golden belt accentuates her waist and adds a royal touch to the ensemble. She also has a white flower tucked into her hair, which is a common Balinese custom to symbolize peace and purity. Her gentle smile and the serene setting enhance the beauty of this traditional dress, making it perfect for cultural or ceremonial gatherings."
dataset/data_training/pakaian_adat_Bali/bali_45.jpg,"This elegant woman is dressed in a bright yellow lace kebaya, complemented with a traditional Balinese batik sarong. The intricate lacework of the kebaya is often worn during important ceremonies and cultural festivals. The bright yellow is symbolic of happiness and prosperity in Balinese culture. Her attire is completed with a beautiful floral headdress, a signature accessory in Balinese fashion, which includes white frangipani flowers that are symbolic of purity and beauty. The traditional golden belt she is wearing serves as both an aesthetic and functional accessory, accentuating her figure. This outfit is perfect for religious ceremonies or cultural performances."
dataset/data_training/pakaian_adat_Bali/bali_46.jpg,"This image a Balinese woman is dressed in a traditional attire consisting of a vibrant yellow lace kebaya, which is the blouse worn in Balinese culture. The kebaya is paired with a brightly colored sarong in red and yellow, featuring a typical Balinese woven pattern. She is holding a ""canang sari,"" a small offering typically made of flowers, which is a part of daily Hindu rituals in Bali. To complete the look, she is wearing a gold decorative belt, which is called a ""kamben,"" cinching the waist. Her hair is styled neatly with a flower tucked behind her ear, symbolizing beauty and femininity in Balinese culture."
dataset/data_training/pakaian_adat_Bali/bali_47.jpg,"This picture features a couple wearing Balinese traditional clothing for a ceremonial occasion. The woman is wearing a golden lace kebaya, with intricate patterns, and a bright red sarong with rich floral patterns. She is adorned with a traditional gold ""kamben"" belt. Her look is enhanced by a decorative flower behind her ear, a common accessory in Balinese fashion for women. The man’s attire consists of a traditional ""udeng"" (headpiece) and a beige shirt paired with a sarong featuring detailed patterns. The couple exudes elegance with a harmonious blend of cultural elements that highlight Balinese artistry."
dataset/data_training/pakaian_adat_Bali/bali_48.jpg,"This royal Balinese couple is depicted wearing ceremonial garments, commonly worn for significant events like temple ceremonies or royal occasions. The woman wears an elaborately embroidered purple and gold kebaya with a matching gold belt. Her accessories include a large, gold crown-like headdress, known as ""mangkuk,"" which is ornate and richly detailed, highlighting her regal status. The man is dressed in traditional Balinese warrior attire, with a gold-embellished shirt and matching accessories, including a sword, as part of the ceremonial garb. Both are wearing sarongs with colorful patterns, representing the vibrant culture of Bali, especially in royal and ceremonial contexts."
dataset/data_training/pakaian_adat_Bali/bali_49.jpg,"This traditional Balinese attire, the woman is dressed in a beautifully woven kebaya made from delicate lace. The kebaya is paired with a colorful, intricately patterned sarong that features deep purple, gold, and red hues, symbolizing prosperity and vitality. The woman’s accessories include a bold golden belt, which adds elegance to her look, and a traditional kembang (flower) adorns her hair, showcasing her connection to the cultural rituals. Her posture is calm and graceful, with a serene expression and a slight smile, exuding the traditional Balinese charm, perfect for ceremonial occasions."
dataset/data_training/pakaian_adat_Bali/bali_50.jpg,"This casual yet elegant Balinese outfit, the woman wears a delicate lace kebaya in light beige, complemented by a brightly colored orange sapu (sash), wrapped around her waist. Her sarong features dark hues with golden floral motifs, representing the natural beauty and artistic tradition of Bali. She carries a canang (a small woven basket filled with flowers and offerings), which is a part of daily Balinese rituals. The look is completed with a simple yet elegant flower tucked behind her ear, adding a touch of Balinese culture to her modern attire. This outfit is appropriate for temple visits or community ceremonies, reflecting Bali's deep spiritual and cultural heritage."
dataset/data_training/pakaian_adat_Bali/bali_51.jpg,"This Balinese woman, dressed in a white lace kebaya with a yellow sash, holds a traditional offering basket. Her gentle smile reflects devotion and grace, symbolizing Bali’s spiritual life and the daily ritual offerings to maintain balance between humans, nature, and the divine."
dataset/data_training/pakaian_adat_Bali/bali_52.jpg,"This Balinese couple wears magnificent traditional attire, symbolizing pride and cultural heritage. The woman’s red and gold sarong shines with elegance, while the man’s embroidered jacket and headpiece express dignity. Their clothing represents the timeless beauty and respect of Balinese wedding traditions passed through generations."
dataset/data_training/pakaian_adat_Bali/bali_53.jpg,"This Balinese bride and groom stand before golden carved doors, radiating elegance and tradition. The woman’s headdress and colorful sarong highlight her beauty, while the man’s regal black and gold outfit reflects strength. Their attire embodies the cultural richness and ceremonial splendor of Balinese marriage traditions."
dataset/data_training/pakaian_adat_Bali/bali_54.jpg,"This Balinese couple wears majestic ceremonial attire, adorned with gold embroidery and elaborate headdresses. The bride radiates elegance with a towering golden crown, while the groom stands proudly in richly detailed garments, symbolizing cultural pride, spiritual devotion, and the timeless beauty of Bali’s traditional marriage rituals."
